image_id,prediction,ref1,ref2,ref3,ref4,ref5
370042,"The image depicts a collection of large clay pots and vases in various shapes and sizes, arranged on the ground in front of a building with a blue tarp covering part of it.",Large assortment of small and large vases displayed outdoors.,A pile of clay and gold vases sitting in a yard.,there are many vases on the ground in the street,There are many vases on display outside the building.,A bunch of pottery sitting on a sidewalk
370813,"The image depicts a skateboarder in mid-air, with their feet positioned on the board and their body angled downwards, set against a backdrop of a concrete ramp or halfpipe.",A skateboarder's airborne feet and skateboard near a curb,a person jumping a skate board in the air,Skateboard in middle of maneuver in the air with rider,a man does a trick on his skate board,A person that is standing on a skateboard.
371677,"A cluttered desk with a computer monitor, keyboard, and mouse is surrounded by various objects, including a red water bottle, a cardboard box, and a stuffed animal.",A couple of computer monitors sitting on top of a wooden desk.,A computer desk has two monitors and other equipment on it.,Two computer screens that are sitting on a desk.,"A desk with two computer monitors, two mice, a cup and a keyboard on it.",This computer set up has two monitors and an ergonomic keyboard.
372466,"A laptop computer is connected to a white mouse and a keyboard on a black desk, with a person sitting in the background.",A computer mouse is beside a notebook computer.,A laptop with a mouse and a keyboard connected.,A notebook computer is set on a table.,A computer mouse sitting on top of a computer desk.,a laptop with a mouse connected to it
374052,"A man sits on a bench, surrounded by pigeons, with a city street and buildings visible in the background.",A man sitting on a bench surrounded by pigeons.,A man is feeding birds from a park bench,A man sits by himself on a bench surrounded by pigeons.,A man sits on a park bench surrounded by pigeons,Man on park bench surrounded by some pigeons.
375078,A black and white vase with a decorative metal figure on top is prominently displayed against a beige wall.,"A dried black flower in a long, tall black & white vase.",A thin wine bottle sits on a table against a wall.,A brown and white vase with foliage on a small table.,A black and whit vase sitting on a small table.,Thin black and white vase with black flowers.
376206,"A man is surfing on a large wave, with the wave's cresting white foam visible in the background.",A man is surfing in the ocean on a large wave.,A man on a surfboard  surfing a nice big wave,A man crouched on a surfboard as he rides under a wave.,A man is riding the giant wave on his board.,a man riding a surfboard under the swell of a wave
376442,A white toilet with a black stuffed animal on the seat is situated in a corner of a room with blue tile flooring and white walls.,A black plush toy sitting on the lid of a toilet.,A black stuffed animal sitting on top of a toilet in a bathroom stall with blue floor tile.,a toilet with a teddy bear sitting on the seat .,There is a stuffed animal sitting on the toliet.,This is a stuffed animal on a toilet seat.
377368,"The image depicts a gray teddy bear cake with a purple bow and a small purple cake with the number ""30"" on it, placed on a wooden table.",A cake shaped as a Teddy Bear on a wooden table.,A bear shaped birthday cake with candles on a table.,A decorative frosted teddy bear 30th birthday cake.,A cake shaped like a teddy bear sits on a platter.,A gray teddy bear cake on top of a wooden bench.
377723,"A blue bus with the number 61 and the destination ""ZOCODIENCIA BENDUERDA"" is parked on the side of a street, with people standing nearby.",A blue bus picking up a load of people.,A blue bus parked in front of a tall building.,A group of people that are standing outside of a bus.,People line up to take a city bus.,group of people waiting to get onto a bus in the city
378284,"A pizza with a crispy crust, topped with melted cheese, red and green peppers, and a savory meat, sits on a wooden plate on a table in front of a person sitting at a table.",A person sits across from a pizza ready to be served.,Small personal pizza on a crust made of rice.,A dish of some sort on a pizza stone.,A strange pizza made from rice and fish and vegetables.,"some kind of chicken, rice, and vegetable dish on a pizza tray being served to a man."
379441,"A living room with a brown couch, a yellow pillow, a wooden bench, and a bookshelf in the background is depicted.",A living room filled with furniture and a book shelf filled with books.,A living room has an over stacked bookcase.,"A living room with a sofa, a bookcase, and a laptop charging.",Someone's living room contains a bookshelf with lots of books.,Somebody left a lap top plugged into the wall on a bench.
